"mass","coupling"
0.019090909467205323,9.117299153604681e-9
0.019090909467205323,9.726572991835171e-9
0.019090909467205323,1.106998776405146e-8
0.019090909467205323,1.259895229276718e-8
0.019090909467205323,1.4339094338558608e-8
0.019090909467205323,1.6319581316941738e-8
0.019090909467205323,1.857360918842003e-8
0.019090909467205323,2.1138958873045982e-8
0.019090909467205323,2.4058629515847017e-8
0.019090909467205323,2.738155921760311e-8
0.019090909467205323,3.116344531151528e-8
0.019090909467205323,3.54676779348439e-8
0.019090909467205323,4.0366402543591124e-8
0.019090909467205323,4.594172917958214e-8
0.019090909467205323,5.22871087590928e-8
0.019090909467205323,5.950889945170464e-8
0.019090909467205323,6.772814940426889e-8
0.019090909467205323,7.708262569113213e-8
0.019090909467205323,8.77291234989019e-8
0.019090909467205323,9.984609425118484e-8
0.019090909467205323,1.1363663672464791e-7
0.019090909467205323,1.2933190129203636e-7
0.019090909467205323,1.4719496435241636e-7
0.019090909467205323,1.6752523788995928e-7
0.019090909467205323,1.9066348807214975e-7
0.019090909467205323,2.1699754700672242e-7
0.019090909467205323,2.4696881339502173e-7
0.019090909467205323,2.810796510425785e-7
0.019090909467205323,3.1990180923714265e-7
0.019090909467205323,3.6408600613245726e-7
0.019090909467205323,4.143728357697979e-7
0.019090909467205323,4.716051815554711e-7
0.019090909467205323,5.367423442629529e-7
0.019090909467205323,6.108761213663726e-7
0.019090909467205323,6.952491072193207e-7
0.019090909467205323,7.912755208176827e-7
0.019090909467205323,9.005649102513447e-7
0.019090909467205323,1.0249491311672695e-6
0.019090909467205323,1.1665130514438361e-6
0.019090909467205323,1.3276294967332754e-6
0.019090909467205323,1.5109990226124047e-6
0.019090909467205323,1.71969517998313e-6
0.019090909467205323,1.9572160324393655e-6
0.019090909467205323,2.2275427891094455e-6
0.019090909467205323,2.535206535749246e-6
0.019090909467205323,2.885364182600177e-6
0.019090909467205323,3.2838849020131405e-6
0.019090909467205323,3.737448504663916e-6
0.019090909467205323,4.253657403294291e-6
0.019090909467205323,4.841164040660773e-6
0.019090909467205323,5.509815917576251e-6
0.019090909467205323,6.270820651934165e-6
0.019090909467205323,7.136933835354369e-6
0.019090909467205323,8.122672836212504e-6
0.019090909467205323,9.24456013271538e-6
0.019090909467205323,0.000010521400254653168
0.019090909467205323,0.000011974594975791475
0.019090909467205323,0.000013628502040005057
0.019090909467205323,0.000015510843433946338
0.019090909467205323,0.00001765317004951682
0.019090909467205323,0.00002009139052458802
0.019090909467205323,0.00002286637312614308
0.019090909467205323,0.00002602463076431192
0.019090909467205323,0.00002961910061917235
0.019090909467205323,0.00003371003144804275
0.019090909467205323,0.00003836599344588017
0.019090909467205323,0.00004366502758557299
0.019090909467205323,0.00004969595370281202
0.019090909467205323,0.00005655985925102279
0.019090909467205323,0.0000643717936801461
0.019090909467205323,0.00007326269683962068
0.019090909467205323,0.00008338159372852174
0.019090909467205323,0.00009489809238019109
0.019090909467205323,0.00010800522674968714
0.019090909467205323,0.00012292269225515327
0.019090909467205323,0.00013990052820567672
0.019090909467205323,0.0001592233088387049
0.019090909467205323,0.00018121491321515182
0.019090909467205323,0.000206243953922859
0.019090909467205323,0.000234729955581701
0.019090909467205323,0.0002671503867114358
0.019090909467205323,0.00030404866282705275
0.019090909467205323,0.00034604325490561434
0.019090909467205323,0.00039383805589628655
0.019090909467205323,0.0004482341790319635
0.019090909467205323,0.000510143385700053
0.019090909467205323,0.0005806033679438686
0.019090909467205323,0.0006607951417524931
0.019090909467205323,0.0007520628426769853
0.019090909467205323,0.000855936255577433
0.019090909467205323,0.0009741564561335248
0.019090909467205323,0.0011087049939091846
0.019090909467205323,0.0012618371061236169
0.019090909467205323,0.0014361195188418584
0.019090909467205323,0.001634473469190026
0.019090909467205323,0.001860223669712728
0.019090909467205323,0.0021171540355894108
0.019090909467205323,0.0024095711087821665
0.019090909467205323,0.0027423762421997476
0.019090909467205323,0.003121147753793681
0.019090909467205323,0.003552234427613522
0.019090909467205323,0.004042861929040506
0.019090909467205323,0.004601253917880053
0.019090909467205323,0.005236769889351918
0.019090909467205323,0.005960062053401721
0.019090909467205323,0.006783253881868627
0.019090909467205323,0.0077201433162300765
0.019090909467205323,0.008786434041993037
0.019090909467205323,0.009999998706239901
0.01947093873117025,0.009999998706239901
0.01985853296953924,0.009999998706239901
0.02025384277291981,0.009999998706239901
0.02065702172962044,0.009999998706239901
0.021068226485323697,0.009999998706239901
0.021487616803947212,0.009999998706239901
0.021915355629716197,0.009999998706239901
0.022351609150471585,0.009999998706239901
0.022796546862238382,0.009999998706239901
0.023250341635079375,0.009999998706239901
0.023713169780259707,0.009999998706239901
0.024185211118748468,0.009999998706239901
0.024666649051083907,0.009999998706239901
0.025157670628629357,0.009999998706239901
0.025658466626247673,0.009999998706239901
0.026169231616422282,0.009999998706239901
0.026690164044853755,0.009999998706239901
0.027221466307561188,0.009999998706239901
0.027763344829518415,0.009999998706239901
0.02831601014485558,0.009999998706239901
0.02887967697865719,0.009999998706239901
0.029454564330388507,0.009999998706239901
0.0300408955589826,0.009999998706239901
0.03063889846962123,0.009999998706239901
0.031248805402243163,0.009999998706239901
0.031870853321814385,0.009999998706239901
0.03250528391039526,0.009999998706239901
0.03315234366104038,0.009999998706239901
0.03381228397356766,0.009999998706239901
0.03448536125223379,0.009999998706239901
0.035171837005354076,0.009999998706239901
0.03587197794690534,0.009999998706239901
0.03658605610015133,0.009999998706239901
0.03731434890333099,0.009999998706239901
0.038057139317450486,0.009999998706239901
0.0388147159362211,0.009999998706239901
0.03958737309818548,0.009999998706239901
0.04037541100107596,0.009999998706239901
0.041179135818449286,0.009999998706239901
0.041998859818643174,0.009999998706239901
0.04283490148610081,0.009999998706239901
0.043687585645110445,0.009999998706239901
0.04455724358600823,0.009999998706239901
0.04544421319389331,0.009999998706239901
0.046348839079905044,0.009999998706239901
0.0472714727151136,0.009999998706239901
0.04821247256707574,0.009999998706239901
0.04917220423910892,0.009999998706239901
0.05015104061233787,0.009999998706239901
0.05114936199056877,0.009999998706239901
0.05216755624804733,0.009999998706239901
0.05320601898015814,0.009999998706239901
0.054265153657124025,0.009999998706239901
0.0553453717807648,0.009999998706239901
0.056447093044376666,0.009999998706239901
0.05757074549579413,0.009999998706239901
0.0587167657036979,0.009999998706239901
0.059885598927233365,0.009999998706239901
0.06107769928900554,0.009999998706239901
0.0622935299515177,0.009999998706239901
0.06353356329712224,0.009999998706239901
0.0647982811115538,0.009999998706239901
0.06608817477111557,0.009999998706239901
0.06740374543359219,0.009999998706239901
0.06874550423296265,0.009999998706239901
0.07011397247798937,0.009999998706239901
0.07150968185476049,0.009999998706239901
0.07293317463326399,0.009999998706239901
0.07438500387807377,0.009999998706239901
0.07586573366323003,0.009999998706239901
0.07737593929139684,0.009999998706239901
0.07891620751738246,0.009999998706239901
0.0804871367761091,0.009999998706239901
0.0820893374151207,0.009999998706239901
0.0837234319317191,0.009999998706239901
0.08539005521482068,0.009999998706239901
0.08708985479162748,0.009999998706239901
0.08882349107920869,0.009999998706239901
0.09059163764109,0.009999998706239901
0.09239498144895109,0.009999998706239901
0.09423422314953196,0.009999998706239901
0.09611007733685299,0.009999998706239901
0.09802327282985344,0.009999998706239901
0.09997455295555696,0.009999998706239901
0.10196467583787372,0.009999998706239901
0.1039944146921517,0.009999998706239901
0.10606455812559117,0.009999998706239901
0.10817591044363946,0.009999998706239901
0.11032929196248495,0.009999998706239901
0.11252553932777158,0.009999998706239901
0.11476550583965771,0.009999998706239901
0.1170500617843459,0.009999998706239901
0.11938009477221206,0.009999998706239901
0.12175651008266551,0.009999998706239901
0.12418023101587403,0.009999998706239901
0.1266521992514903,0.009999998706239901
0.12917337521451946,0.009999998706239901
0.13174473844846943,0.009999998706239901
0.1343672879959297,0.009999998706239901
0.13704204278672555,0.009999998706239901
0.1397700420337993,0.009999998706239901
0.14255234563697217,0.009999998706239901
0.14539003459474312,0.009999998706239901
0.14828421142428544,0.009999998706239901
0.15123600058980396,0.009999998706239901
0.15424654893941886,0.009999998706239901
0.1573170261507468,0.009999998706239901
0.16044862518535116,0.009999998706239901
0.16364256275223965,0.009999998706239901
0.16690007978058752,0.009999998706239901
0.1702224419018715,0.009999998706239901
0.17361093994160118,0.009999998706239901
0.1770668904208386,0.009999998706239901
0.18059163606770173,0.009999998706239901
0.1841865463390497,0.009999998706239901
0.18785301795255313,0.009999998706239901
0.19159247542935556,0.009999998706239901
0.195406371647538,0.009999998706239901
0.19929618840660002,0.009999998706239901
0.20326343700317848,0.009999998706239901
0.20730965881822583,0.009999998706239901
0.21143642591587758,0.009999998706239901
0.2156453416542407,0.009999998706239901
0.21993804130834077,0.009999998706239901
0.2221163300106167,0.009999998706239901
0.2232135513038872,0.009999998706239901
0.22402277342997695,0.009999998706239901
0.22425629103653227,0.009982483867206928
0.22431619270546918,0.009977597817966966
0.22442200409520005,0.009969092346046851
0.22601137090480536,0.009848440923156059
0.22653784306391203,0.009809168790008769
0.22743298035323883,0.009744473309929303
0.22765690596725374,0.009727713273705873
0.22778621517623815,0.009717885953485743
0.22829320072565873,0.009681733435613175
0.22878149687317859,0.00964693416549403
0.22958217817047827,0.00959103059315546
0.2304605084336736,0.009531385832708072
0.23104737205768094,0.00949187883617579
0.23140120950993553,0.009468223377368095
0.23284215427099716,0.009373597444545637
0.23323914297133436,0.009348169640398488
0.2333356887001768,0.00934226609043702
0.23349518889347554,0.009331649094003266
0.23448833193946284,0.009264687742655833
0.23507696791861027,0.00922584907192805
0.23564666906314555,0.009188914495625597
0.23660341550125902,0.009127589059098275
0.23693440487348782,0.009106423330395502
0.23798053761037694,0.009040078694135983
0.23880766736568193,0.008988827433971497
0.2397299443450822,0.008933633073444348
0.2403375210287729,0.008897587305606077
